
=== Section 0x000: Main Code (1290 symbols) ===
  80000450  amSetMuteMode
  +0x023E8  menuScreenCleanup
  +0x02464  menuScreen
  +0x03B44  frontGetSelectableCharacter
  +0x0409C  frontMenuPodiumGetTiltList
  +0x042D4  healthScreenInit
  +0x043AC  healthScreenCleanup
  +0x04408  healthScreen
  +0x048E4  shipScreenInit
  +0x04AF0  shipScreen
  +0x05788  shipScreenCleanup
  +0x05B40  inventoryScreenInit
  +0x05BD8  inventoryScreenCleanup
  +0x05C0C  inventoryScreen

=== Section 0x013: Module 19 (9 symbols) ===
  +0x00000  pauseInit
  +0x001B0  pauseSetScreen
  +0x001C8  pauseGetScreen
  +0x001F8  pauseGetPauseCharacter
  +0x00324  pauseSetNewLevel
  +0x00360  pauseUpdate
  +0x00830  targetMode
  +0x00840  multiPlayerPauseInit
  +0x013D8  pausePlayer

=== Section 0x014: Module 20 (4 symbols) ===
  +0x00000  treeInit
  +0x0012C  treeControl
  +0x00284  fireflyInit
  +0x0036C  fireflyControl

=== Section 0x016: Module 22 (12 symbols) ===
  +0x00154  sidekickpadInit
  +0x002A4  sidekickpadControl
  +0x00EA0  sidekickpadFree
  +0x018AC  robotDisplay
  +0x023FC  robotFinished
  +0x02430  robotUpdateObjectives
  +0x02990  robotPauseInit
  +0x02A34  robotPauseUpdate
  +0x02C0C  sidekickpadCameraInit
  +0x02D14  sidekickpadCamera
  +0x02F38  sidekickpadMovePlayer
  +0x03150  robotMissionFree

=== Section 0x017: Module 23 (6 symbols) ===
  +0x00000  dayInit
  +0x00128  _AutoExit00023
  +0x0015C  dayUpdate
  +0x0065C  dayStopAtNoon
  +0x0066C  dayGetFog
  +0x006B0  dayGetTrackFade

=== Section 0x018: Module 24 (1 symbols) ===
  +0x00000  trackInit

=== Section 0x019: Module 25 (1 symbols) ===
  +0x00308  amInit

=== Section 0x01A: Module 26 (3 symbols) ===
  +0x002F8  partInitLib
  +0x00518  partBuildCCTables
  +0x006E8  partSetupLib

=== Section 0x01B: Module 27 (3 symbols) ===
  +0x0008C  underWaterLightsInit
  +0x001A8  _AutoExit00027
  +0x001DC  underWaterLightsUpdate

=== Section 0x01C: Module 28 (7 symbols) ===
  +0x00000  shrinkbeamInit
  +0x0031C  shrinkbeamControl
  +0x01624  trackbeamInit
  +0x01798  trackbeamControl
  +0x01840  shrinkbeamSoundUpdate
  +0x01B80  _AutoExit00028
  +0x01BB0  widthcoeffs

=== Section 0x01D: Module 29 (9 symbols) ===
  +0x00000  girlUpdateMagic
  +0x0070C  girlMagicCameraInit
  +0x007D4  girlMagicCamera
  +0x00AD0  girlMagicCutCamera
  +0x00BD8  girlMagicFadeFog
  +0x00C34  girlMagicUpdateFog
  +0x00CA8  girlMagicFog
  +0x00E98  girlMagicTrackFade
  +0x00F90  __MODULE00029

=== Section 0x01E: Module 30 (1 symbols) ===
  +0x00000  modPhitInit

=== Section 0x01F: Module 31 (26 symbols) ===
  +0x00000  sprintAIPlayer
  +0x00044  drawGlowingText
  +0x00230  racecheckRefresh
  +0x00364  racecheckInit
  +0x005AC  racecheckFindNearest
  +0x0066C  racecheckFindPrevious
  +0x006AC  racecheckFindNext
  +0x006F0  racecheckStatus
  +0x007B4  racecheckDistance
  +0x0080C  sprintInit
  +0x00A3C  sprintUpdate
  +0x017A0  sprintAIJoypad
  +0x01B7C  sprintPickedUpBoost
  +0x01BC0  sprintPickedUpOil
  +0x01BF0  sprintPickedUpBomb
  +0x01C20  sprintPlayerBoost
  +0x01C68  sprintPlayerFire
  +0x01EB0  sprintCountdown
  +0x01ED8  sprintHitOilSlick
  +0x02064  sprintHitBomb
  +0x02388  sprintInitInstruments
  +0x02B88  sprintDrawInstruments
  +0x0361C  sprintFreeInstruments
  +0x036E8  racingInGameStart
  +0x03888  racingInGameEnd
  +0x03AF8  sprintShipCollision

=== Section 0x020: Module 32 (7 symbols) ===
  +0x00000  mrhintsInit
  +0x002E8  mrhintsControl
  +0x02110  floatingInit
  +0x021B8  floatingControl
  +0x0241C  mrHintsSpeak
  +0x024C4  mrHintsEventHandler
  +0x02540  mrHintsTalk

=== Section 0x021: Module 33 (1 symbols) ===
  +0x00000  objInitExplosions

=== Section 0x022: Module 34 (1 symbols) ===
  +0x00000  objInitObjects

=== Section 0x023: Module 35 (1 symbols) ===
  +0x00000  fontInit

=== Section 0x024: Module 36 (2 symbols) ===
  +0x00000  mainInitRlo
  +0x002A8  listReallocate

=== Section 0x025: Module 37 (4 symbols) ===
  +0x00000  frontInitOptionsPage
  +0x00160  frontCleanupOptionsPage
  +0x001A0  frontOptionsPage
  +0x01F40  barcolours

=== Section 0x026: Module 38 (1 symbols) ===
  +0x00000  pauseClearScreen

=== Section 0x027: Module 39 (5 symbols) ===
  +0x00000  mantisLightingInit
  +0x0009C  mantisLightingFree
  +0x000D0  mantisLightingUpdate
  +0x004FC  mantisLightingGetFog
  +0x00540  mantisLightingGetTrackFade

=== Section 0x028: Module 40 (4 symbols) ===
  +0x00000  frontInitMultiStats
  +0x0019C  frontMultiStats
  +0x007C8  frontCleanupMultiStats
  +0x024C0  frontMultiStatsBarGetTiltList

=== Section 0x029: Module 41 (2 symbols) ===
  +0x00000  frontDrawCharBadge
  +0x008B4  frontCharBadge

=== Section 0x02A: Module 42 (4 symbols) ===
  +0x00000  frontKeyboardInit
  +0x00150  frontKeyboardCleanup
  +0x00178  frontKeyboard
  +0x02C80  frontKeyboardGetTiltList

=== Section 0x02B: Module 43 (2 symbols) ===
  +0x00000  collectableInit
  +0x00014  collectableControl

=== Section 0x02C: Module 44 (5 symbols) ===
  +0x00000  _AutoInit00044
  +0x0003C  amAudioLinesReset
  +0x00170  amPlayAudioLines
  +0x0070C  amAudioLineAddVertex
  +0x00A7C  amLineDefinitionComplete

=== Section 0x02D: Module 45 (3 symbols) ===
  +0x00000  osCic6105SendData
  +0x000C8  osCic6105StartGetData
  +0x0011C  osCic6105GetReadData

=== Section 0x02E: Module 46 (8 symbols) ===
  +0x00000  animseqLockOnInit
  +0x0008C  animseqLockOnDelete
  +0x000F8  animseqLockOnUpdate
  +0x00308  animseqLockOnDraw
  +0x0049C  animseqStartNoisyFade
  +0x004E4  animseqUpdateNoisyFade
  +0x00584  animseqDrawNoisyFade
  +0x006EC  animseqUpdateTrackFade

=== Section 0x02F: Module 47 (12 symbols) ===
  +0x00000  animseqUpdateTextureScrollers
  +0x00130  animseqUpdateLightChangers
  +0x002C4  animseqSampleCurve
  +0x0084C  animseqUpdatePath
  +0x01798  animseqAddChangeLight
  +0x018AC  animseqFireBullet
  +0x01BAC  animseqMuzzleFlash
  +0x01D38  animseqReleaseBits
  +0x0206C  animseqInitCaptions
  +0x020AC  animseqStartCaption
  +0x0226C  animseqUpdateCaptions
  +0x023FC  animseqPrintCaptions

=== Section 0x030: Module 48 (5 symbols) ===
  +0x00000  blurInit
  +0x00058  blurFree
  +0x000D4  _AutoExit00048
  +0x000F4  blurUpdate
  +0x006F0  blurTask

=== Section 0x031: Module 49 (3 symbols) ===
  +0x00000  cloneBlobSetup
  +0x001C8  cloneBlobDelete
  +0x00204  cloneBlobCreate

=== Section 0x032: Module 50 (1 symbols) ===
  +0x00000  boyBossControl

=== Section 0x033: Module 51 (1 symbols) ===
  +0x00000  dogBossControl

=== Section 0x034: Module 52 (1 symbols) ===
  +0x00000  girlBossControl

=== Section 0x035: Module 53 (3 symbols) ===
  +0x00000  hovershipInit
  +0x00038  hovershipControl
  +0x02B48  hovershipCamera

=== Section 0x036: Module 54 (1 symbols) ===
  +0x0033C  shipControl

=== Section 0x037: Module 55 (4 symbols) ===
  +0x00000  fmvStart
  +0x0022C  fmvStop
  +0x002A0  fmvUpdate
  +0x005B4  fmvDraw

=== Section 0x039: Module 57 (3 symbols) ===
  +0x00000  frontInitRarepage
  +0x000C0  frontRarepage
  +0x0090C  frontCleanupRarepage

=== Section 0x03A: Module 58 (7 symbols) ===
  +0x00000  frontInitCharSelect
  +0x00134  frontCharSelect
  +0x00618  frontTeleporterTick
  +0x00894  frontCleanupCharSelect
  +0x00900  frontInitMultiSelect
  +0x009B8  frontMultiSelect
  +0x01020  frontCleanupMultiSelect

=== Section 0x03B: Module 59 (2 symbols) ===
  +0x00000  frontCreditsInit
  +0x00140  frontCredits

=== Section 0x03C: Module 60 (1 symbols) ===
  +0x00000  getDeathMatchObjectTable

=== Section 0x03D: Module 61 (6 symbols) ===
  +0x00000  frontInitMultiInstruments
  +0x003D0  frontCleanupMultiInstruments
  +0x0043C  frontDeathMatchScores
  +0x00F50  sortByKills
  +0x010D4  sortPlayers
  +0x02E84  frontEndDeathMatch

=== Section 0x03E: Module 62 (3 symbols) ===
  +0x00000  frontInitMultiModeSelect
  +0x001E4  frontMultiModeSelect
  +0x02784  frontCleanupMultiModeSelect

=== Section 0x03F: Module 63 (3 symbols) ===
  +0x00000  frontInitStartScreen
  +0x00140  frontStartScreen
  +0x00C14  frontCleanupStartScreen

=== Section 0x040: Module 64 (3 symbols) ===
  +0x00614  lightShowInit
  +0x008E0  lightShowControl
  +0x00B10  lightShowDraw

=== Section 0x041: Module 65 (1 symbols) ===
  +0x00000  GenerateTorchFireTex

=== Section 0x042: Module 66 (4 symbols) ===
  +0x00000  windowfxInit
  +0x00120  windowfxControl
  +0x002AC  windowMakeBeams
  +0x007B0  windowDrawBeams

=== Section 0x043: Module 67 (15 symbols) ===
  +0x00000  mantisEditMenu
  +0x00130  mantisJump
  +0x00728  mantisLand
  +0x00D70  mantisInit
  +0x00EF4  mantisControl
  +0x02BF0  mantisSplitGfx
  +0x02E38  mantismissileInit
  +0x02FDC  mantismissileControl
  +0x03808  mantismissileDrawThruster
  +0x03888  mantismissileFree
  +0x038C0  mantisboltInit
  +0x0399C  mantisboltControl
  +0x03B7C  mantisboltDraw
  +0x03F08  mantisrockInit
  +0x03FF0  mantisrockControl

=== Section 0x044: Module 68 (37 symbols) ===
  +0x00000  mizarSetup
  +0x00014  mizarAISetup
  +0x0002C  mizarTiltList
  +0x0003C  mizarLightUp
  +0x0092C  mizarDrawEffects
  +0x0104C  mizarHitCallBack
  +0x01330  mizarExplosionCallBack
  +0x01628  mizarCutCamera
  +0x017EC  mizarInit
  +0x023D4  mizarFree
  +0x0246C  _AutoExit00068
  +0x024EC  mizarControl
  +0x0C874  mizarFireBallInit
  +0x0C944  mizarFireBallControl
  +0x0CDD8  mizarFireBallDraw
  +0x0CF3C  mizarEyeBeamInit
  +0x0D05C  mizarEyeBeamControl
  +0x0D3D8  mizarEyeBeamDraw
  +0x0D65C  mizarElectroInit
  +0x0D828  mizarElectroControl
  +0x0E148  mizarElectroDraw
  +0x0E520  mizarDeathInit
  +0x0E668  mizarDeathControl
  +0x0ED10  mizarDeathDraw
  +0x0EF2C  mizarImpactInit
  +0x0EF70  mizarImpactControl
  +0x0F2FC  mizarImpactDraw
  +0x0F478  rockstormInit
  +0x0F7C8  rockstormControl
  +0x10734  rockstormHitCallBack
  +0x108C8  mizarRockStormDraw
  +0x10A28  mizarWingBitInit
  +0x10B58  mizarWingBitControl
  +0x10DD4  mizarHandBitInit
  +0x10F90  mizarHandBitPushMtx
  +0x10FE8  mizarMonolithInit
  +0x110E0  mizarMonolithControl

=== Section 0x045: Module 69 (3 symbols) ===
  +0x00000  duckshootInit
  +0x000A8  duckshootUpdate
  +0x016F4  duckshootDrawTargets

=== Section 0x046: Module 70 (1 symbols) ===
  +0x00000  genericplayerInit

=== Section 0x047: Module 71 (1 symbols) ===
  +0x00000  osCartDmaTest3_6105

=== Section 0x048: Module 72 (4 symbols) ===
  +0x00000  ammoPickupInit
  +0x00064  ammoPickupControl
  +0x003BC  ammoPickupGetFade
  +0x00480  __MODULE00072

=== Section 0x049: Module 73 (4 symbols) ===
  +0x00000  animshipInit
  +0x00208  animshipControl
  +0x0037C  animshipFree
  +0x003F4  animshipDrawThrusters

=== Section 0x04A: Module 74 (2 symbols) ===
  +0x00000  animswitchInit
  +0x00110  animswitchControl

=== Section 0x04B: Module 75 (5 symbols) ===
  +0x00000  arcadecameraInit
  +0x00114  arcadecameraUpdate
  +0x0038C  arcadeInit
  +0x004FC  arcadeControl
  +0x00900  arcadeDrawScreen

=== Section 0x04C: Module 76 (5 symbols) ===
  +0x00000  beamInit
  +0x002A8  beamControl
  +0x0096C  beamScroll
  +0x00A34  beamDraw
  +0x00D10  __MODULE00076

=== Section 0x04D: Module 77 (5 symbols) ===
  +0x00000  blastdoorStatus
  +0x000FC  blastdoorOpen
  +0x00200  blastdoorInit
  +0x00374  blastdoorControl
  +0x00548  blastdoorDraw

=== Section 0x04E: Module 78 (2 symbols) ===
  +0x00000  bubblerInit
  +0x00054  bubblerControl

=== Section 0x04F: Module 79 (2 symbols) ===
  +0x00000  buoyInit
  +0x0006C  buoyControl

=== Section 0x050: Module 80 (2 symbols) ===
  +0x00000  butterflyInit
  +0x002A0  butterflyControl

=== Section 0x051: Module 81 (5 symbols) ===
  +0x00080  chargeEffectCreate
  +0x0034C  chargeEffectFree
  +0x003D8  chargeEffectSetPower
  +0x00464  chargeEffectUpdate
  +0x006F8  chargeEffectDraw

=== Section 0x052: Module 82 (4 symbols) ===
  +0x00000  chestcameraInit
  +0x00114  chestcameraUpdate
  +0x00478  chestInit
  +0x005D4  chestControl

=== Section 0x053: Module 83 (5 symbols) ===
  +0x00000  mainclusterInit
  +0x001EC  mainclusterControl
  +0x009C8  smallclusterInit
  +0x00A88  smallclusterControl
  +0x01200  __MODULE00083

=== Section 0x054: Module 84 (2 symbols) ===
  +0x00000  craterInit
  +0x00030  craterControl

=== Section 0x055: Module 85 (4 symbols) ===
  +0x00000  cutcameraInit
  +0x00074  cutcameraActivate
  +0x00150  cutcameraControl
  +0x00250  cutcameraUpdate

=== Section 0x056: Module 86 (3 symbols) ===
  +0x00000  CyborgMissileInit
  +0x00188  CyborgMissileControl
  +0x005C0  __MODULE00086

=== Section 0x057: Module 87 (7 symbols) ===
  +0x001DC  damagecrateInit
  +0x00510  damagecrateControl
  +0x01060  flyingdebrisInit
  +0x010DC  flyingdebrisControl
  +0x011B0  damagecrateChangeHitsmin
  +0x011DC  damagecrateRepair
  +0x01220  __MODULE00087

=== Section 0x058: Module 88 (2 symbols) ===
  +0x00000  dopplerPointInit
  +0x00024  dopplerPointControl

=== Section 0x059: Module 89 (4 symbols) ===
  +0x00000  GetVtxPosition
  +0x001D0  electrocutionInit
  +0x00200  electrocutionControl
  +0x00460  __MODULE00089

=== Section 0x05A: Module 90 (2 symbols) ===
  +0x000A0  fireworkInit
  +0x002B4  fireworkControl

=== Section 0x05B: Module 91 (3 symbols) ===
  +0x0031C  fishInit
  +0x005C4  fishControl
  +0x00F20  __MODULE00091

=== Section 0x05C: Module 92 (3 symbols) ===
  +0x00000  fishfoodInit
  +0x001F0  fishfoodControl
  +0x00330  __MODULE00092

=== Section 0x05D: Module 93 (2 symbols) ===
  +0x00000  flagtargetInit
  +0x000BC  flagtargetControl

=== Section 0x05E: Module 94 (2 symbols) ===
  +0x00000  flagtriggerInit
  +0x00030  flagtriggerControl

=== Section 0x05F: Module 95 (8 symbols) ===
  +0x00000  flamethrowerInit
  +0x0005C  flamethrowerFire
  +0x0059C  flamethrowerUpdate
  +0x00D38  flamethrowerConstrain
  +0x0110C  flamethrowerHits
  +0x0148C  flamethrowerDraw
  +0x0175C  _AutoExit00095
  +0x01848  __MODULE00095

=== Section 0x060: Module 96 (4 symbols) ===
  +0x00000  flareInit
  +0x00088  flareControl
  +0x005D8  flareThrow
  +0x00620  __MODULE00096

=== Section 0x061: Module 97 (3 symbols) ===
  +0x00000  hitfragmentInit
  +0x00100  hitfragmentControl
  +0x003C0  __MODULE00097

=== Section 0x062: Module 98 (1 symbols) ===
  +0x00000  osCartDmaTest4_6105

=== Section 0x063: Module 99 (2 symbols) ===
  +0x00000  frogInit
  +0x0008C  frogControl

=== Section 0x064: Module 100 (3 symbols) ===
  +0x00000  refuelInit
  +0x00110  refuelControl
  +0x002F0  __MODULE00100

=== Section 0x065: Module 101 (4 symbols) ===
  +0x009F8  glassInit
  +0x00B64  glassControl
  +0x00DCC  glassDraw
  +0x01130  __MODULE00101

=== Section 0x066: Module 102 (4 symbols) ===
  +0x00000  grenadeInit
  +0x002B4  grenadeDestroy
  +0x00490  grenadeControl
  +0x00830  __MODULE00102

=== Section 0x067: Module 103 (3 symbols) ===
  +0x00000  grubInit
  +0x00110  grubControl
  +0x00240  __MODULE00103

=== Section 0x068: Module 104 (3 symbols) ===
  +0x00000  healthPickupInit
  +0x001F0  healthPickupControl
  +0x006A0  __MODULE00104

=== Section 0x069: Module 105 (4 symbols) ===
  +0x00000  hitBridgeInit
  +0x007E4  hitBridgeControl
  +0x01260  hitBridgeMoveY
  +0x01474  hitBridgeMoveWith

=== Section 0x06A: Module 106 (7 symbols) ===
  +0x00000  hoovertankInit
  +0x00290  hoovertankControl
  +0x01694  hoovertankDrawEffects
  +0x01A30  hoovertankFree
  +0x01AFC  hoovergemInit
  +0x01B1C  hoovergemControl
  +0x01C04  hoovergemCreate

=== Section 0x06B: Module 107 (6 symbols) ===
  +0x00000  invincibilityInit
  +0x00038  invincibilityControl
  +0x0027C  invincibilityShieldInit
  +0x005C0  invincibilityShieldControl
  +0x00D08  invincibilityShieldTransform
  +0x00D24  objDrawInvincibilityShield

=== Section 0x06C: Module 108 (3 symbols) ===
  +0x00000  keyInit
  +0x000CC  keyControl
  +0x00220  __MODULE00108

=== Section 0x06D: Module 109 (4 symbols) ===
  +0x00000  laserboltInit
  +0x00298  laserboltControl
  +0x00B44  _AutoExit00109
  +0x00B90  __MODULE00109

=== Section 0x06E: Module 110 (2 symbols) ===
  +0x00000  markerboxInit
  +0x00320  trackFadeExceptions

=== Section 0x06F: Module 111 (1 symbols) ===
  +0x00000  osCartTest3_6105

=== Section 0x070: Module 112 (6 symbols) ===
  +0x00000  mineRemove
  +0x0005C  mineInit
  +0x00220  mineControl
  +0x01004  mineDraw
  +0x013B4  minePushMtx
  +0x013E0  __MODULE00112

=== Section 0x071: Module 113 (3 symbols) ===
  +0x00000  missileInit
  +0x002C8  missileControl
  +0x00CC0  __MODULE00113

=== Section 0x072: Module 114 (4 symbols) ===
  +0x00000  multitargetInit
  +0x000E4  multitargetControl
  +0x001D4  multiptargetInit
  +0x00370  multiptargetControl

=== Section 0x073: Module 115 (2 symbols) ===
  +0x00000  nightvisionpadInit
  +0x000E4  nightvisionpadControl

=== Section 0x074: Module 116 (4 symbols) ===
  +0x00000  racepickupInit
  +0x00038  racepickupControl
  +0x002B0  raceobstacleInit
  +0x002FC  raceobstacleControl

=== Section 0x075: Module 117 (3 symbols) ===
  +0x00154  regionidInit
  +0x003F8  regionidControl
  +0x0070C  regionidDraw

=== Section 0x076: Module 118 (6 symbols) ===
  +0x0007C  robottargetInit
  +0x00140  robottargetControl
  +0x003DC  robotcollectableInit
  +0x00414  robotcollectableControl
  +0x0063C  robotcheckInit
  +0x00794  robotcheckControl

=== Section 0x077: Module 119 (2 symbols) ===
  +0x00000  robotTokenControl
  +0x00100  __MODULE00119

=== Section 0x078: Module 120 (7 symbols) ===
  +0x00000  fireExplosionInit
  +0x00060  fireExplosionControl
  +0x0080C  smokingfireInit
  +0x008CC  smokingfireControl
  +0x009D0  fireringInit
  +0x00A24  fireringControl
  +0x00AD0  __MODULE00120

=== Section 0x079: Module 121 (3 symbols) ===
  +0x00000  shardClusterInit
  +0x002D4  shardClusterControl
  +0x00438  shardClusterDestroy

=== Section 0x07A: Module 122 (5 symbols) ===
  +0x00000  ShirukenInit
  +0x004EC  ShirukenControl
  +0x00F38  ShirukenPushMtx
  +0x00FE4  ShirukenBounce
  +0x010B0  __MODULE00122

=== Section 0x07B: Module 123 (2 symbols) ===
  +0x00000  spinlightInit
  +0x00208  spinlightControl

=== Section 0x07C: Module 124 (2 symbols) ===
  +0x002B0  spotlightInit
  +0x00678  spotlightControl

=== Section 0x07D: Module 125 (2 symbols) ===
  +0x00000  targetswitchInit
  +0x00120  targetswitchControl

=== Section 0x07E: Module 126 (4 symbols) ===
  +0x00000  teleportEffectInit
  +0x003D0  teleportEffectControl
  +0x00E74  teleportEffectDraw
  +0x0125C  tvals

=== Section 0x07F: Module 127 (4 symbols) ===
  +0x0003C  terminalInit
  +0x00104  terminalControl
  +0x00B14  terminalCameraInit
  +0x00D44  terminalCameraUpdate

=== Section 0x080: Module 128 (2 symbols) ===
  +0x00000  totemPoleInit
  +0x00188  totemPoleControl

=== Section 0x081: Module 129 (4 symbols) ===
  +0x002F4  transformerInit
  +0x003F4  transformerControl
  +0x00A2C  transformerCamera
  +0x00CF8  transformerMovePlayer

=== Section 0x082: Module 130 (3 symbols) ===
  +0x00000  TwinkleInit
  +0x001AC  TwinkleControl
  +0x005E0  __MODULE00130

=== Section 0x083: Module 131 (4 symbols) ===
  +0x00000  twisterInit
  +0x001A4  twisterControl
  +0x005BC  twisterDraw
  +0x007C0  __MODULE00131

=== Section 0x084: Module 132 (3 symbols) ===
  +0x00000  weaponPickupInit
  +0x000E4  weaponPickupControl
  +0x00310  __MODULE00132

=== Section 0x085: Module 133 (1 symbols) ===
  +0x00000  osCartTest4_6105

=== Section 0x086: Module 134 (2 symbols) ===
  +0x00000  weatherInit
  +0x00020  weatherControl

=== Section 0x087: Module 135 (14 symbols) ===
  +0x00000  menuCamFocusInit
  +0x00010  menuCamFocusControl
  +0x00298  menuCamInit
  +0x002BC  menuCamControl
  +0x01754  menuCamSetFocus
  +0x019CC  menuCamCleanup
  +0x01A04  menuCamFacingTVControl
  +0x02024  menuCamFacingTVCleanup
  +0x0205C  menuCamGetObjPtr
  +0x02188  multiCharArmInit
  +0x021F8  multiCharArmControl
  +0x0270C  multiCharArmSetStatus
  +0x02958  multiCharArmGetTiltList
  +0x02998  multiCharArmCleanup

=== Section 0x088: Module 136 (21 symbols) ===
  +0x00000  exitInit
  +0x00158  staticcamInit
  +0x00194  setupInit
  +0x001FC  doorInit
  +0x009FC  doorSwitchInit
  +0x00B1C  fogInit
  +0x00B5C  skyInit
  +0x00B74  audioPointInit
  +0x00D08  audioLineInit
  +0x00E30  texscrollInit
  +0x00ED4  rgbalightInit
  +0x00F04  lensflareInit
  +0x00FF0  flareswitchInit
  +0x01020  waveswellInit
  +0x01030  splinecamnodeInit
  +0x01224  hitstaticInit
  +0x014C0  overrideCInit
  +0x016D0  AIPointInit
  +0x01850  SquadronInit
  +0x01CA4  AIJunctionInit
  +0x01DB0  __MODULE00136

=== Section 0x089: Module 137 (3 symbols) ===
  +0x00000  realReflectSurfaces
  +0x0016C  realReflectCreateList
  +0x0025C  realReflectPrint

=== Section 0x08A: Module 138 (2 symbols) ===
  +0x00000  AntShipMover
  +0x002F0  __MODULE00138

=== Section 0x08B: Module 139 (6 symbols) ===
  +0x00000  _AutoInit00139
  +0x00030  squadsMakeFoodList
  +0x00184  squadsGetClosestFood
  +0x002F8  squadsIsFoodAvailable
  +0x0038C  squadsIsObjectEdible
  +0x003E0  __MODULE00139

=== Section 0x08C: Module 140 (2 symbols) ===
  +0x00000  BTSBBlackAnt
  +0x003B0  __MODULE00140

=== Section 0x08D: Module 141 (3 symbols) ===
  +0x00000  BTSBDragonfly
  +0x00084  DragonflyMover
  +0x00280  DragonflyTilt

=== Section 0x08E: Module 142 (3 symbols) ===
  +0x00E40  CreateBSP
  +0x01428  CreateBSPFromRegion
  +0x01490  __MODULE00142

=== Section 0x08F: Module 143 (9 symbols) ===
  +0x00280  FatBobDrawShockWave
  +0x00548  FatBobShockWaveInit
  +0x008C0  FatBobShockWaveControl
  +0x00C2C  BTSBFatBob
  +0x01940  FatBobPhaseChange
  +0x02394  GalaxianBatsMover
  +0x02450  GalaxianBatsSoundsHandler
  +0x02520  GenerateFireTexture
  +0x02B88  _AutoExit00143

=== Section 0x090: Module 144 (1 symbols) ===
  +0x00000  osRamTest3_6105

=== Section 0x091: Module 145 (2 symbols) ===
  +0x00000  BTSBFloater
  +0x000D0  FloaterMover

=== Section 0x092: Module 146 (6 symbols) ===
  +0x00000  NewFlopsyFunction
  +0x00350  FlopsyDogMover
  +0x00B34  FlopsyDogFacer
  +0x00C34  FlopsyDogSpotPlayer
  +0x00C68  FlopsyDogFoodGone
  +0x00CD8  FlopsyDogCheckPriority

=== Section 0x093: Module 147 (3 symbols) ===
  +0x00000  BTSBGalaxianCorkScrew
  +0x000B8  CorkScrewAttackMover
  +0x0056C  CorkScrewAttackFacer

=== Section 0x094: Module 148 (2 symbols) ===
  +0x00000  BTSBGunTurret
  +0x00060  TurretFireMover

=== Section 0x095: Module 149 (7 symbols) ===
  +0x00000  BTSBSlugBoss
  +0x009A4  SlugBossPhaseChange
  +0x0121C  FlowerBoltInit
  +0x01450  FlowerBoltControl
  +0x01868  MaggotBombInit
  +0x019C8  MaggotBombControl
  +0x01D20  SlugBossMover

=== Section 0x096: Module 150 (3 symbols) ===
  +0x00000  BTSBSpannerHand
  +0x00098  LaserBeamInit
  +0x00210  LaserBeamControl

=== Section 0x097: Module 151 (7 symbols) ===
  +0x00000  BTSBSpider
  +0x00154  SpiderMover
  +0x00438  SpiderEatStuffMover
  +0x006E8  SpiderSpitInit
  +0x007F0  SpiderSpitControl
  +0x009BC  GenerateSpitTexture
  +0x00FE0  __MODULE00151

=== Section 0x098: Module 152 (5 symbols) ===
  +0x00000  GetWaveAboutPosition
  +0x00228  GetPushPosition
  +0x004AC  BTSBWaterBoss
  +0x00B8C  WaterBossDrawSprites
  +0x00E34  SmoothValue

=== Section 0x099: Module 153 (3 symbols) ===
  +0x00000  zombieFlobInit
  +0x0012C  zombieFlobControl
  +0x00450  __MODULE00153

=== Section 0x09A: Module 154 (9 symbols) ===
  +0x00000  SetBlockedNodes
  +0x00130  GetClosestPatrolNode
  +0x002A8  GetFurthestPatrolNode
  +0x00A10  FallBackToSniperPoint
  +0x00DFC  GetNextNodeNumber
  +0x01110  PerformNodeCommand
  +0x01278  EnsureValidNode
  +0x013A8  PatrolPathsInit
  +0x017E8  CopyStaticsToPatrolNodes

=== Section 0x09B: Module 155 (7 symbols) ===
  +0x00000  _AutoInit00155
  +0x00070  _AutoExit00155
  +0x02458  FindBestPathInRegion
  +0x02BB0  SquadronControlSmart
  +0x02FD0  SmartMover
  +0x03B94  SmartFacer
  +0x03C4C  smartPlayerSeen

=== Section 0x09C: Module 156 (1 symbols) ===
  +0x00000  osRamTest4_6105

=== Section 0x09D: Module 157 (1 symbols) ===
  +0x00000  fxDrawWindow

=== Section 0xD66: Module 3430 (1 symbols) ===
  +0x00000  __osRdbSend

=== Section 0xFFC: Module 4092 (1 symbols) ===
  80000300  osTvType
